product_id,handle,sku,collection,classification,field,old_text,new_text,status,source_facts,editorial_notes
prod_01KNTBXADAPWAQGMQG48P00R3M,co-61-1,CO-61-1,Country London Paris,CONFIGURABLE,description,,"Книжный шкаф Country London Paris со стеклянными фасадами: 120 см по фронту, глубина 43 см, высота 220 см. Стекло оставляет корешки частью комнаты — формат домашней библиотеки, а не служебного стеллажа. Четыре цвета корпуса — голубой, серый, молочный, оливковый; тёмные книги на цветном фоне читаются особенно чётко.",safe_to_rewrite,"габариты 1200×428×2200 мм; стекло — из названия; finish_color_labels: Голубой, Серый, Молочный, Оливковый",
prod_01KNTBXADB4V43P4P0KDTHVDQR,co-62-1,CO-62-1,Country London Paris,CONFIGURABLE,subtitle,,"Широкий открытый стеллаж Country — 120 см по фронту, 220 см высоты.",safe_to_rewrite,габариты 1200×428×2200 мм; открытый — из названия «стеллаж»; finish_color_labels — 3 цвета; шкаф co-61-1 — по данным (тот же корпус),
prod_01KNTBXADB4V43P4P0KDTHVDQR,co-62-1,CO-62-1,Country London Paris,CONFIGURABLE,description,,"Широкий стеллаж Country London Paris: 120 см по фронту, 43 см в глубину, 220 см в высоту — открытая версия книжного шкафа коллекции. Открытые полки держат библиотеку и предметы на виду; рядом со стеклянным «близнецом» собирается стена хранения на всю высоту комнаты. Три цвета на выбор из палитры коллекции.",safe_to_rewrite,габариты 1200×428×2200 мм; открытый — из названия «стеллаж»; finish_color_labels — 3 цвета; шкаф co-61-1 — по данным (тот же корпус),
prod_01KNTBXADB2M4E381QSZ5X850S,co-62-2,CO-62-2,Country London Paris,CONFIGURABLE,subtitle,,"Узкий стеллаж Country с дверью — 41 см по фронту, 190 см высоты.",safe_to_rewrite,габариты 412×400×1900 мм; дверь — из названия; finish_color_labels: 4 цвета; широкий co-62-1 — по каталогу,
prod_01KNTBXADB2M4E381QSZ5X850S,co-62-2,CO-62-2,Country London Paris,CONFIGURABLE,description,,"Узкий стеллаж Country London Paris с дверцей в нижней части: 41 см по фронту при высоте 190 см. Формат для простенков и узких мест — открытые полки сверху, закрытое хранение за дверцей снизу. Работает и как самостоятельная «колонна», и как доборный элемент к широкому стеллажу линейки. Четыре цвета на выбор.",safe_to_rewrite,габариты 412×400×1900 мм; дверь — из названия; finish_color_labels: 4 цвета; широкий co-62-1 — по каталогу,
prod_01KNTBXADBFHZ2C5MH2M4PVVT8,co-62-3,CO-62-3,Country London Paris,CONFIGURABLE,subtitle,,Узкий стеллаж Country с ящиком — открытые полки плюс ящик внизу.,safe_to_rewrite,габариты 412×400×1900 мм; ящик — из названия; парный co-62-2 — по каталогу,
prod_01KNTBXADBFHZ2C5MH2M4PVVT8,co-62-3,CO-62-3,Country London Paris,CONFIGURABLE,description,,"Узкий стеллаж Country London Paris с выдвижным ящиком: 41 см по фронту, высота 190 см. Парная модель к узкому стеллажу с дверью — вместо дверцы внизу ящик, который удобнее для мелочей и бумаг. Вертикальная «колонна» хранения для простенка или композиции из нескольких узких секций.",safe_to_rewrite,габариты 412×400×1900 мм; ящик — из названия; парный co-62-2 — по каталогу,
prod_01KNTBXADB5BFDKMSAB35J8Z0V,co-65-1,CO-65-1,Country London Paris,CONFIGURABLE,subtitle,,Письменный стол Country с тумбой справа — 113 × 64 см.,safe_to_rewrite,габариты 1132×640×780 мм; конфигурация 0П — из названия; finish_color_labels — 5 цветов; зеркальный co-65-2 — по каталогу,
prod_01KNTBXADB5BFDKMSAB35J8Z0V,co-65-1,CO-65-1,Country London Paris,CONFIGURABLE,description,,"Письменный стол Country London Paris с одной опорной тумбой справа: столешница 113 × 64 см на высоте 78 см. Тумба закрывает хранение под рабочей рукой, открытая левая сторона оставляет посадку свободной. Пять цветов на выбор — самая широкая палитра в линейке столов коллекции; зеркальная версия переносит тумбу влево.",safe_to_rewrite,габариты 1132×640×780 мм; конфигурация 0П — из названия; finish_color_labels — 5 цветов; зеркальный co-65-2 — по каталогу,
prod_01KNTBXADBCCE0GHPB33PVQXS2,co-65-2,CO-65-2,Country London Paris,CONFIGURABLE,subtitle,,Письменный стол Country с тумбой слева — зеркальная компоновка.,safe_to_rewrite,габариты 1132×640×780 мм; конфигурация П0 — из названия; finish_color_labels — 4 цвета,
prod_01KNTBXADBCCE0GHPB33PVQXS2,co-65-2,CO-65-2,Country London Paris,CONFIGURABLE,description,,"Зеркальная версия однотумбового письменного стола Country London Paris: столешница 113 × 64 см, опорная тумба — слева. Сторону выбирают по свету и планировке: окно должно освещать столешницу, а не спину сидящего. Четыре цвета корпуса из палитры коллекции.",safe_to_rewrite,габариты 1132×640×780 мм; конфигурация П0 — из названия; finish_color_labels — 4 цвета,
prod_01KNTBXADCVEHH7HVB0ZGDS1KV,co-66-1,CO-66-1,Country London Paris,CONFIGURABLE,subtitle,,"Двухтумбовый стол Country — 155 см, ящики с обеих сторон.",safe_to_rewrite,габариты 1550×700×780 мм; конфигурация ЯЯ (ящики/ящики) — из названия; finish_color_labels: 4 цвета,
prod_01KNTBXADCVEHH7HVB0ZGDS1KV,co-66-1,CO-66-1,Country London Paris,CONFIGURABLE,description,,"Двухтумбовый письменный стол Country London Paris: столешница 155 × 70 см, обе опорные тумбы — с выдвижными ящиками. Самая «рабочая» компоновка линейки: всё хранение разложено по ящикам на расстоянии руки, стол может стоять и не у стены. Четыре цвета на выбор — голубой, серый, молочный, оливковый.",safe_to_rewrite,габариты 1550×700×780 мм; конфигурация ЯЯ (ящики/ящики) — из названия; finish_color_labels: 4 цвета,
prod_01KNTBXADCDTMNKGW1C9XPD1YT,co-69-1,CO-69-1,Country London Paris,CONFIGURABLE,subtitle,,"Малая книжная полка Country — 70 см, пять цветов.",safe_to_rewrite,габариты 700×160×350 мм; finish_color_labels — 5 цветов,
prod_01KNTBXADCDTMNKGW1C9XPD1YT,co-69-1,CO-69-1,Country London Paris,CONFIGURABLE,description,,Малая навесная книжная полка Country London Paris: 70 см длины при глубине 16 см и высоте 35 см. Настенное хранение для книг и мелочей над столом или изголовьем; из нескольких полок собираются композиции. Пять цветов на выбор — полку можно спрятать в тон стены или сделать цветной чертой на ней.,safe_to_rewrite,габариты 700×160×350 мм; finish_color_labels — 5 цветов,
prod_01KM1QHNHMVXN3YQ3JDZCYQTM5,greenwich-gr-09-1-mirror,GR-09-1-M,Greenwich,STANDARD,subtitle,,Навесное зеркало 65 × 100 см — вертикальный формат под комоды и консоли Greenwich.,safe_to_rewrite,категория зеркала; габариты 650×30×1000 мм; коллекция Greenwich,
prod_01KM1QHNHMVXN3YQ3JDZCYQTM5,greenwich-gr-09-1-mirror,GR-09-1-M,Greenwich,STANDARD,description,Greenwich — Зеркало навесное,"Вертикальное навесное зеркало из коллекции Greenwich. Полотно 65 × 100 см при глубине всего 3 см — зеркало почти не выступает из стены и не съедает пространство даже в узкой прихожей. Пропорции подобраны под корпусную мебель коллекции: оно естественно встаёт над комодом или консолью, задавая вертикаль над длинным низким силуэтом. Работает и само по себе — как спокойное зеркало в спальню или коридор.",safe_to_rewrite,категория зеркала; габариты 650×30×1000 мм; коллекция Greenwich,
prod_01KM1QHNHNKSG173KZ6C2AZ5JR,greenwich-gr-05-1,GR-05-1,Greenwich,STANDARD,subtitle,,Низкий широкий комод Scale — 124 см по фронту при высоте всего 63 см.,safe_to_rewrite,canonical_name «Комод Scale»; габариты 1244×512×630 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHNKSG173KZ6C2AZ5JR,greenwich-gr-05-1,GR-05-1,Greenwich,STANDARD,description,Greenwich — Комод,"Scale — самый горизонтальный предмет в спальне Greenwich: 124 см в ширину при высоте 63 см и глубине 51 см. Такой формат работает как продолжение линии кровати — над комодом остаётся место для зеркала или пары постеров, а длинная столешница не забивается даже с лампой и шкатулками. Палитра модели повторяет палитру коллекции: двенадцать отделок, от белого, сливочного и пудры до графита, какао и терракоты, поэтому Scale можно свести тон в тон с остальной комнатой или сделать на нём цветовой акцент.",safe_to_rewrite,canonical_name «Комод Scale»; габариты 1244×512×630 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHNR5R4YZKQERDE8EZ6,greenwich-gr-44-1,GR-44-1,Greenwich,STANDARD,subtitle,,"Консоль Step глубиной всего 32 см — поверхность там, где обычный стол не поместится.",safe_to_rewrite,canonical_name «Консоль Step»; габариты 1193×320×900 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHNR5R4YZKQERDE8EZ6,greenwich-gr-44-1,GR-44-1,Greenwich,STANDARD,description,Greenwich — Консоль,"Step — узкая консоль из коллекции Greenwich: 119 см в длину и 32 см в глубину при высоте 90 см. Её место — проходные зоны: прихожая, простенок, зона у окна, — где нужна поверхность для ключей, цветов или зарядки, но нет глубины под полноценный стол. Высота 90 см удобна для пользования стоя. Выпускается в двенадцати отделках Greenwich — от спокойных светлых до глубоких тёмных.",safe_to_rewrite,canonical_name «Консоль Step»; габариты 1193×320×900 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHPTNKR0E7T538427YJ,greenwich-gr-67-1,GR-67-1,Greenwich,STANDARD,subtitle,,"Компактный письменный стол Base — 120 × 62 см, домашний кабинет в жилой комнате.",safe_to_rewrite,canonical_name «Рабочий стол Base»; габариты 1203×620×780 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHPTNKR0E7T538427YJ,greenwich-gr-67-1,GR-67-1,Greenwich,STANDARD,description,Greenwich — Рабочий стол,"Base — рабочий стол Greenwich для дома, а не для офиса: столешницы 120 × 62 см достаточно для ноутбука, лампы и бумаг, но стол не превращает комнату в кабинет. Высота — стандартные 78 см. Модель держит общий характер коллекции и выпускается в той же палитре из двенадцати отделок, поэтому её легко точно свести с комодом, тумбами или кроватью Greenwich — либо намеренно выделить цветом.",safe_to_rewrite,canonical_name «Рабочий стол Base»; габариты 1203×620×780 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHRHYFRQWV6H2B0YV2R,greenwich-gr-42-1,GR-42-1,Greenwich,STANDARD,subtitle,,ТВ-тумба Wide длиной 160 см — низкая линия под экран и технику.,safe_to_rewrite,canonical_name «Тумба ТВ Wide»; габариты 1600×460×460 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHRHYFRQWV6H2B0YV2R,greenwich-gr-42-1,GR-42-1,Greenwich,STANDARD,description,Greenwich — Тумба ТВ,"Wide — самая длинная тумба Greenwich: 160 см при высоте и глубине по 46 см. Низкая посадка оставляет экран на комфортной высоте без кронштейна, а длинная столешница вмещает не только технику — часть её обычно остаётся под книги, колонки или вазу. Как и вся корпусная мебель коллекции, тумба выпускается в двенадцати отделках, от белого и серо-голубого до графита и изумруда, так что её несложно вписать в уже сложившуюся гостиную.",safe_to_rewrite,canonical_name «Тумба ТВ Wide»; габариты 1600×460×460 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHWH2M61Z8VR182RMJF,greenwich-gr-08-1,GR-08-1,Greenwich,STANDARD,subtitle,,"Прикроватная тумба Hole с двумя ящиками — 66 см по фронту, шире обычной.",safe_to_rewrite,canonical_name «Прикроватная тумба Hole»; два ящика — из названия; габариты 664×460×532 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHWH2M61Z8VR182RMJF,greenwich-gr-08-1,GR-08-1,Greenwich,STANDARD,description,Greenwich — Прикроватная тумба с 2 ящиками,"Hole — прикроватная тумба увеличенного формата: 66 см в ширину при высоте 53 см, с двумя ящиками. Ширина здесь принципиальна — на столешнице умещаются лампа, книга и телефон одновременно, а ящики забирают то, что обычно кочует по спальне. Пара таких тумб хорошо уравновешивает кровать с широким изголовьем. Отделок двенадцать — вся палитра Greenwich, от пудры и сливочного до сине-серого и графита.",safe_to_rewrite,canonical_name «Прикроватная тумба Hole»; два ящика — из названия; габариты 664×460×532 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHX9FDMX9RHBZAB7K1K,greenwich-gr-08-2,GR-08-2,Greenwich,STANDARD,subtitle,,Прикроватная тумба Stone с одним ящиком — более лёгкая пара к модели Hole.,safe_to_rewrite,canonical_name «Прикроватная тумба Stone»; один ящик — из названия; габариты 664×460×532 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHX9FDMX9RHBZAB7K1K,greenwich-gr-08-2,GR-08-2,Greenwich,STANDARD,description,Greenwich — Прикроватная тумба с 1 ящиком,"Stone повторяет формат тумбы Hole — 66 × 46 см при высоте 53 см, — но обходится одним ящиком и поэтому выглядит проще и легче. Это вариант для тех, кто держит у кровати минимум вещей: ящик закрывает мелочи, остальное остаётся под рукой. Габариты позволяют использовать Stone и вне спальни — как приставной столик у кресла или дивана. Палитра — те же двенадцать отделок Greenwich.",safe_to_rewrite,canonical_name «Прикроватная тумба Stone»; один ящик — из названия; габариты 664×460×532 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHY2EE4PEMPKZ8YM3QZ,greenwich-gr-26-1,GR-26-1,Greenwich,STANDARD,subtitle,,Шкаф-витрина Cristal высотой 210 см — застеклённое хранение для посуды и книг.,safe_to_rewrite,canonical_name «Шкаф-витрина Cristal»; стекло — из названия «витрина»; габариты 988×430×2100 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHY2EE4PEMPKZ8YM3QZ,greenwich-gr-26-1,GR-26-1,Greenwich,STANDARD,description,Greenwich — Шкаф-витрина Кристалл,"Cristal — витрина Greenwich в рост человека: 99 см в ширину, 43 см в глубину, 210 см в высоту. Застеклённая часть показывает содержимое — посуду, стекло, книги. Вертикальный корпус собирает высоту комнаты и хорошо работает в паре с низкими предметами коллекции: комодом Scale или тумбой Wide. Отделки — двенадцать вариантов: тёмные делают витрину строже, светлые — незаметнее.",safe_to_rewrite,canonical_name «Шкаф-витрина Cristal»; стекло — из названия «витрина»; габариты 988×430×2100 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHYQKVZHCN3SM9BY42Z,greenwich-gr-02-1,GR-02-1,Greenwich,STANDARD,title,Гардероб 2-х дв. с ящиками,Гардероб 2-дв. с ящиками,safe_to_rewrite,canonical_name «Гардероб Level»; ящики и 2 двери — из названия; габариты 1193×520×2100 мм; finish_color_labels — 12 отделок,title: «2-х дв.» нормализовано до «2-дв.» по образцу GR-02-2
prod_01KM1QHNHYQKVZHCN3SM9BY42Z,greenwich-gr-02-1,GR-02-1,Greenwich,STANDARD,subtitle,,Двухдверный гардероб Level с ящиками — 119 см по фронту и 210 см в высоту.,safe_to_rewrite,canonical_name «Гардероб Level»; ящики и 2 двери — из названия; габариты 1193×520×2100 мм; finish_color_labels — 12 отделок,title: «2-х дв.» нормализовано до «2-дв.» по образцу GR-02-2
prod_01KM1QHNHYQKVZHCN3SM9BY42Z,greenwich-gr-02-1,GR-02-1,Greenwich,STANDARD,description,Greenwich — Гардероб 2-х дв. с ящиками,"Level — двухдверный гардероб Greenwich с отдельным ярусом ящиков: за дверцами — основное хранение, в ящиках — то, что удобно доставать, не открывая весь шкаф. Корпус 119 × 52 см при высоте 210 см — формат спальни обычного размера, не превращающийся в стену. Выпускается в двенадцати отделках коллекции — от светлых и приглушённых до тёмных.",safe_to_rewrite,canonical_name «Гардероб Level»; ящики и 2 двери — из названия; габариты 1193×520×2100 мм; finish_color_labels — 12 отделок,title: «2-х дв.» нормализовано до «2-дв.» по образцу GR-02-2
prod_01KM1QHNHZQSQM54A74VQJNH75,greenwich-gr-02-2,GR-02-2,Greenwich,STANDARD,subtitle,,Двухдверный гардероб Total — ровный фронт 119 см без ящиков.,safe_to_rewrite,canonical_name «Гардероб Total»; 2 двери — из названия; габариты 1193×520×2100 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHZQSQM54A74VQJNH75,greenwich-gr-02-2,GR-02-2,Greenwich,STANDARD,description,Greenwich — Гардероб 2-дв.,"Total — парная модель к гардеробу Level: те же 119 см по фронту, 52 см глубины и 210 см высоты, но без ящиков — только две дверцы и цельный фронт. Вариант для тех, кому важна ровная спокойная плоскость шкафа: в небольшой комнате она заметно разгружает стену. Как и остальная корпусная мебель Greenwich, Total выпускается в двенадцати отделках — от белого и капучино до графита.",safe_to_rewrite,canonical_name «Гардероб Total»; 2 двери — из названия; габариты 1193×520×2100 мм; finish_color_labels — 12 отделок,
prod_01KM1QHNHZXXSRPFEKAZRSFPDE,greenwich-gr-09-1-bed-90,GR-09-1,Greenwich,STANDARD,subtitle,,Односпальная кровать Greenwich под матрас 90 × 200 см с мягким изголовьем.,safe_to_rewrite,габариты 1030×2207×1050 мм; headboard_model_labels: Cloud/Frame/Plane; fabric_upholstery_labels: светло-серая/сине-зелёная,
prod_01KM1QHNHZXXSRPFEKAZRSFPDE,greenwich-gr-09-1-bed-90,GR-09-1,Greenwich,STANDARD,description,Greenwich — Кровать 1-сп. (90×200),"Односпальный формат кровати Greenwich: матрас 90 × 200 см, корпус длиной 221 см, изголовье высотой 105 см. Изголовье мягкое и выпускается в трёх моделях — Cloud, Frame и Plane — с обивкой светло-серой или сине-зелёной тканью, поэтому даже узкая кровать не выглядит служебной. Подходит для детской, гостевой или небольшой спальни, где важно сохранить проход.",safe_to_rewrite,габариты 1030×2207×1050 мм; headboard_model_labels: Cloud/Frame/Plane; fabric_upholstery_labels: светло-серая/сине-зелёная,
prod_01KM1QHNHZ1A4J48K4CV10F4FM,greenwich-gr-12-1,GR-12-1,Greenwich,STANDARD,subtitle,,"Кровать 120 × 200 см — полуторный формат, в котором одному просторно.",safe_to_rewrite,габариты 1330×2207×1050 мм; headboard_model_labels: Cloud/Frame/Plane; fabric_upholstery_labels: светло-серая/сине-зелёная,
prod_01KM1QHNHZ1A4J48K4CV10F4FM,greenwich-gr-12-1,GR-12-1,Greenwich,STANDARD,description,"Greenwich — Кровать 1,5-сп. (120×200)","Полутораспальная кровать Greenwich под матрас 120 × 200 см — формат для одного человека, которому тесно на 90-сантиметровом матрасе. Корпус длиной 221 см, мягкое изголовье высотой 105 см; модель изголовья выбирается из трёх — Cloud, Frame или Plane — в светло-серой либо сине-зелёной обивке. Хорошо встаёт в подростковую комнату и компактную спальню.",safe_to_rewrite,габариты 1330×2207×1050 мм; headboard_model_labels: Cloud/Frame/Plane; fabric_upholstery_labels: светло-серая/сине-зелёная,
prod_01KM1QHNJ0F34R2A8FQ1CN4V1Y,greenwich-gr-14-1,GR-14-1,Greenwich,STANDARD,subtitle,,Кровать 140 × 200 см — компактная двуспальная или очень свободная односпальная.,safe_to_rewrite,габариты 1530×2207×1050 мм; headboard_model_labels: Cloud/Frame/Plane; fabric_upholstery_labels: светло-серая/сине-зелёная,
prod_01KM1QHNJ0F34R2A8FQ1CN4V1Y,greenwich-gr-14-1,GR-14-1,Greenwich,STANDARD,description,"Greenwich — Кровать 1,5-сп. (140×200)","Кровать Greenwich под матрас 140 × 200 см занимает промежуточное положение: для двоих это самый компактный разумный формат, для одного — максимум свободы. Габариты корпуса — 153 см в ширину и 221 см в длину, высота мягкого изголовья 105 см. Три модели изголовья — Cloud, Frame и Plane — и два цвета обивки, светло-серый и сине-зелёный, позволяют настроить характер кровати под комнату.",safe_to_rewrite,габариты 1530×2207×1050 мм; headboard_model_labels: Cloud/Frame/Plane; fabric_upholstery_labels: светло-серая/сине-зелёная,
prod_01KM1QHNJ1E92BMJQ8CE2RX7TK,greenwich-gr-16-1,GR-16-1,Greenwich,STANDARD,subtitle,,Двуспальная кровать 160 × 200 см — основной формат спальни Greenwich.,safe_to_rewrite,габариты 1730×2207×1050 мм; headboard_model_labels: Cloud/Frame/Plane; fabric_upholstery_labels: светло-серая/сине-зелёная,
prod_01KM1QHNJ1E92BMJQ8CE2RX7TK,greenwich-gr-16-1,GR-16-1,Greenwich,STANDARD,description,Greenwich — Кровать 2-сп. (160×200),"Основная двуспальная кровать коллекции: матрас 160 × 200 см, корпус 173 × 221 см, мягкое изголовье высотой 105 см. Высокое мягкое изголовье держит композицию спальни и делает удобной посадку с книгой или ноутбуком. Модель изголовья выбирается из трёх — Cloud, Frame или Plane, обивка — светло-серая или сине-зелёная ткань; в пару подбираются прикроватные тумбы Hole и Stone.",safe_to_rewrite,габариты 1730×2207×1050 мм; headboard_model_labels: Cloud/Frame/Plane; fabric_upholstery_labels: светло-серая/сине-зелёная,
prod_01KM1QHNJ1YTE9EW5NJZ8YRF62,greenwich-gr-18-1,GR-18-1,Greenwich,STANDARD,subtitle,,Широкая двуспальная кровать 180 × 200 см для просторной спальни.,safe_to_rewrite,габариты 1930×2207×1050 мм; headboard_model_labels: Cloud/Frame/Plane; fabric_upholstery_labels: светло-серая/сине-зелёная,
prod_01KM1QHNJ1YTE9EW5NJZ8YRF62,greenwich-gr-18-1,GR-18-1,Greenwich,STANDARD,description,Greenwich — Кровать 2-сп. (180×200),"Самая широкая кровать Greenwich: матрас 180 × 200 см, корпус 193 см в ширину и 221 см в длину. Формат рассчитан на просторную комнату — вместе с прикроватными тумбами кровать собирает стену длиной под три метра, и мягкое изголовье высотой 105 см удерживает эту композицию. Изголовье выпускается в вариантах Cloud, Frame и Plane, обивка — светло-серая или сине-зелёная ткань.",safe_to_rewrite,габариты 1930×2207×1050 мм; headboard_model_labels: Cloud/Frame/Plane; fabric_upholstery_labels: светло-серая/сине-зелёная,
prod_01KNTBXADCXPESM7CPF6NQGBDK,ol-00-1,OL-00-1,Oliver,CONFIGURABLE,title,Шкаф угловой  (руч.лев/пр),Шкаф угловой (ручка слева/справа),safe_to_rewrite,габариты 672×672×2062 мм; выбор стороны ручки — из названия (руч.лев/пр); коллекция Oliver,
prod_01KNTBXADCXPESM7CPF6NQGBDK,ol-00-1,OL-00-1,Oliver,CONFIGURABLE,subtitle,,"Угловой шкаф 67 × 67 см — использует угол комнаты, который обычно пропадает.",safe_to_rewrite,габариты 672×672×2062 мм; выбор стороны ручки — из названия (руч.лев/пр); коллекция Oliver,
prod_01KNTBXADCXPESM7CPF6NQGBDK,ol-00-1,OL-00-1,Oliver,CONFIGURABLE,description,,"Угловой шкаф Oliver занимает 67 × 67 см в плане при высоте 206 см — он забирает под хранение угол, который в спальне или детской чаще всего простаивает. Сторону навески двери выбирают при заказе — левую или правую, под конкретную расстановку. Хорошо работает в связке с одно- и двухдверными шкафами линейки, продолжая их фронт за угол.",safe_to_rewrite,габариты 672×672×2062 мм; выбор стороны ручки — из названия (руч.лев/пр); коллекция Oliver,
prod_01KNTBXADCVVSRFRFK60X78V93,ol-01-2,OL-01-2,Oliver,CONFIGURABLE,title,Шкаф для одежды 1-дв. с зеркалом  (руч.лев/пр),Шкаф для одежды 1-дв. с зеркалом (ручка слева/справа),safe_to_rewrite,габариты 814×540×2110 мм; зеркало и 1 дверь — из названия; выбор стороны ручки — из названия,
